Iteracion,Mejor Aptitud,Velocidad promedio,Tiempo espera promedio
0,-24.316749037825126,4.774810332704202,29.09155937052933
1,-22.79796414409832,4.901606671352325,27.699570815450645
2,-19.75804771504348,5.107474459491569,24.86552217453505
3,-19.714751980178665,5.110712969749805,24.82546494992847
4,-16.889214214951593,5.365435284333098,22.254649499284692
5,-13.195010871612439,5.740611445984129,18.935622317596568
6,-13.195010871612439,5.740611445984129,18.935622317596568
7,-13.132265466569532,5.673170871055647,18.805436337625178
8,-12.348609917267904,5.811618981158418,18.160228898426322
9,-11.772433712986878,5.832716501605396,17.605150214592275
10,-10.366134176164351,6.084509600659682,16.450643776824034
11,-10.45020808700749,6.056229681232854,16.506437768240342
12,-10.715159715886697,5.961521256931613,16.67668097281831
13,-10.341215718148941,6.0150074578167265,16.356223175965667
14,-8.067315778711432,6.263156324292859,14.330472103004292
15,-8.728761768962976,6.133899175243034,14.86266094420601
16,-8.013474854932163,6.285523714452673,14.298998569384835
17,-5.530199967014561,6.5499144821985995,12.080114449213161
18,-5.530199967014561,6.5499144821985995,12.080114449213161
19,-4.071199733677502,6.78001628921234,10.851216022889842
20,-3.5143879242815803,6.841835251684085,10.356223175965665
21,-4.643431791921984,6.687040311082308,11.330472103004292
22,-3.61657743843765,6.785425422792679,10.40200286123033
23,-3.703606315273227,6.794247761979992,10.49785407725322
24,-4.135864554970654,6.75683930769029,10.892703862660944
25,-3.877105251606835,6.780977724072708,10.658082975679543
26,-2.8174396012891494,6.920757823603554,9.738197424892704
27,-2.799181612816172,6.9447382727346145,9.743919885550786
28,-3.072864469695869,6.895661996684675,9.968526466380544
29,-2.9984637637927944,6.911407480842398,9.909871244635193
30,-2.4071979292916046,7.079211226645449,9.486409155937054
31,-2.376689991401216,7.086829321903505,9.46351931330472
32,-2.2956830887026163,7.0805686995663395,9.376251788268956
33,-2.0344355037591955,7.135807700818773,9.170243204577968
34,-2.0290112711449177,7.075423635865097,9.104434907010015
35,-1.2854677062359086,7.145147458284835,8.430615164520743
36,0.357537996968178,7.423346294536132,7.065808297567954
37,0.6375501637159902,7.4844743411122705,6.84692417739628
38,0.357537996968178,7.423346294536132,7.065808297567954
39,0.22370809345484854,7.385367607045692,7.161659513590844
40,0.18077406773941362,7.3352805055076535,7.15450643776824
41,0.3201387733064287,7.358765382748489,7.03862660944206
42,0.6541328243052726,7.396622094691539,6.742489270386266
43,0.6541328243052726,7.396622094691539,6.742489270386266
44,0.6000894448633982,7.4241237796273465,6.824034334763948
45,1.1336555929189815,7.466988926252315,6.333333333333333
46,1.1336555929189815,7.466988926252315,6.333333333333333
47,0.7460661671218753,7.2653794718429054,6.51931330472103
48,1.1432756746231796,7.377896561604581,6.234620886981402
49,1.0696316725778692,7.384367008772433,6.3147353361945635
