Iteracion,Mejor Aptitud,Velocidad promedio,Tiempo espera promedio
0,-26.93205641386628,4.5100036719706305,31.44206008583691
1,-14.927871591106248,5.368265747949545,20.296137339055793
2,-12.54064693154206,5.503702138558082,18.044349070100143
3,-11.58949240977588,5.72095108092512,17.310443490701
4,-10.182024491947628,6.00681670976911,16.188841201716738
5,-9.564267919021063,6.063772138203544,15.628040057224606
6,-9.074058278603673,6.006056170609489,15.080114449213161
7,-8.65632449317361,5.953117566912225,14.609442060085836
8,-7.515352158433296,6.290084179191884,13.80543633762518
9,-7.515352158433296,6.290084179191884,13.80543633762518
10,-7.301723604522291,6.289120458424776,13.590844062947067
11,-5.581672971188855,6.514178244834035,12.09585121602289
12,-5.038626108083088,6.61087317660933,11.649499284692418
13,-4.30520293413132,6.6919358355396374,10.997138769670958
14,-4.116003480918384,6.6307776349614445,10.746781115879829
15,-3.27695774491556,6.793142398145957,10.070100143061516
16,-3.193032399825766,6.814120675996838,10.007153075822604
17,-2.40199043792163,6.918467358931017,9.320457796852647
18,-2.40199043792163,6.918467358931017,9.320457796852647
19,-1.7941358246705867,7.001286206802947,8.795422031473533
20,-1.6750415637974916,7.040266018462881,8.715307582260372
21,-1.0231213822676883,7.16715043461357,8.190271816881259
22,-1.0231213822676883,7.16715043461357,8.190271816881259
23,-0.9639932368080517,7.221986734579645,8.185979971387697
24,-0.6385804906039025,7.254123372057042,7.8927038626609445
25,-0.6385804906039025,7.254123372057042,7.8927038626609445
26,-0.5675921394050443,7.246427889207259,7.814020028612303
27,-0.10283575995152461,7.303458946772366,7.406294706723891
28,-0.09599995529582461,7.353213206363689,7.449213161659514
29,0.06192824672335284,7.339467588640377,7.2775393419170245
30,0.06192824672335284,7.339467588640377,7.2775393419170245
31,0.24255679365021976,7.394202001089418,7.1516452074391985
32,0.24255679365021976,7.394202001089418,7.1516452074391985
33,0.24255679365021976,7.394202001089418,7.1516452074391985
34,0.4461962176124148,7.444765602447894,6.998569384835479
35,0.4461962176124148,7.444765602447894,6.998569384835479
36,0.4461962176124148,7.444765602447894,6.998569384835479
37,0.4461962176124148,7.444765602447894,6.998569384835479
38,0.9775650374889118,7.535504951652002,6.55793991416309
39,0.9775650374889118,7.535504951652002,6.55793991416309
40,0.9775650374889118,7.535504951652002,6.55793991416309
41,0.9775650374889118,7.535504951652002,6.55793991416309
42,0.9775650374889118,7.535504951652002,6.55793991416309
43,0.9775650374889118,7.535504951652002,6.55793991416309
44,0.9775650374889118,7.535504951652002,6.55793991416309
45,1.207981608802685,7.504118947858479,6.296137339055794
46,1.207981608802685,7.504118947858479,6.296137339055794
47,1.207981608802685,7.504118947858479,6.296137339055794
48,1.207981608802685,7.504118947858479,6.296137339055794
49,1.207981608802685,7.504118947858479,6.296137339055794
50,1.207981608802685,7.504118947858479,6.296137339055794
51,1.207981608802685,7.504118947858479,6.296137339055794
52,1.207981608802685,7.504118947858479,6.296137339055794
53,1.207981608802685,7.504118947858479,6.296137339055794
54,1.207981608802685,7.504118947858479,6.296137339055794
55,1.314031468253205,7.555805431057211,6.241773962804006
56,1.314031468253205,7.555805431057211,6.241773962804006
57,1.314031468253205,7.555805431057211,6.241773962804006
58,1.314031468253205,7.555805431057211,6.241773962804006
59,1.314031468253205,7.555805431057211,6.241773962804006
60,1.360661701130569,7.576684590973201,6.216022889842632
61,1.360661701130569,7.576684590973201,6.216022889842632
62,1.360661701130569,7.576684590973201,6.216022889842632
63,1.3717253226391275,7.520509299749285,6.148783977110157
64,1.3717253226391275,7.520509299749285,6.148783977110157
65,1.483472493095503,7.5936298607636,6.110157367668097
66,1.483472493095503,7.5936298607636,6.110157367668097
67,1.675901744196075,7.638705749918536,5.962804005722461
68,1.675901744196075,7.638705749918536,5.962804005722461
69,1.675901744196075,7.638705749918536,5.962804005722461
70,1.675901744196075,7.638705749918536,5.962804005722461
71,1.675901744196075,7.638705749918536,5.962804005722461
72,1.675901744196075,7.638705749918536,5.962804005722461
73,1.675901744196075,7.638705749918536,5.962804005722461
74,1.675901744196075,7.638705749918536,5.962804005722461
75,1.675901744196075,7.638705749918536,5.962804005722461
76,1.675901744196075,7.638705749918536,5.962804005722461
77,1.675901744196075,7.638705749918536,5.962804005722461
78,1.675901744196075,7.638705749918536,5.962804005722461
79,1.7517552680288375,7.62156928805745,5.869814020028612
80,1.7517552680288375,7.62156928805745,5.869814020028612
81,1.7517552680288375,7.62156928805745,5.869814020028612
82,1.7517552680288375,7.62156928805745,5.869814020028612
83,1.7517552680288375,7.62156928805745,5.869814020028612
84,1.8180375652316147,7.613459596705148,5.795422031473533
85,1.8180375652316147,7.613459596705148,5.795422031473533
86,1.8180375652316147,7.613459596705148,5.795422031473533
87,1.8180375652316147,7.613459596705148,5.795422031473533
88,1.8180375652316147,7.613459596705148,5.795422031473533
89,1.8180375652316147,7.613459596705148,5.795422031473533
90,1.8180375652316147,7.613459596705148,5.795422031473533
91,1.8180375652316147,7.613459596705148,5.795422031473533
92,1.8180375652316147,7.613459596705148,5.795422031473533
93,1.8180375652316147,7.613459596705148,5.795422031473533
94,1.8180375652316147,7.613459596705148,5.795422031473533
95,1.8180375652316147,7.613459596705148,5.795422031473533
96,1.8180375652316147,7.613459596705148,5.795422031473533
97,1.8180375652316147,7.613459596705148,5.795422031473533
98,1.8180375652316147,7.613459596705148,5.795422031473533
99,1.8180375652316147,7.613459596705148,5.795422031473533
100,1.8180375652316147,7.613459596705148,5.795422031473533
101,1.8180375652316147,7.613459596705148,5.795422031473533
102,1.8180375652316147,7.613459596705148,5.795422031473533
103,1.8180375652316147,7.613459596705148,5.795422031473533
104,1.8180375652316147,7.613459596705148,5.795422031473533
105,1.8180375652316147,7.613459596705148,5.795422031473533
106,1.8180375652316147,7.613459596705148,5.795422031473533
107,1.8180375652316147,7.613459596705148,5.795422031473533
108,1.8180375652316147,7.613459596705148,5.795422031473533
109,1.8180375652316147,7.613459596705148,5.795422031473533
110,1.8180375652316147,7.613459596705148,5.795422031473533
111,1.8180375652316147,7.613459596705148,5.795422031473533
112,1.8180375652316147,7.613459596705148,5.795422031473533
113,1.8180375652316147,7.613459596705148,5.795422031473533
114,1.8180375652316147,7.613459596705148,5.795422031473533
115,1.8180375652316147,7.613459596705148,5.795422031473533
116,1.8180375652316147,7.613459596705148,5.795422031473533
117,1.8180375652316147,7.613459596705148,5.795422031473533
118,1.8180375652316147,7.613459596705148,5.795422031473533
