Iteracion,Mejor Aptitud,Velocidad promedio,Tiempo espera promedio
0,-21.19170243204578,5.484585441557891,21.19170243204578
1,-21.19170243204578,5.484585441557891,21.19170243204578
2,-21.19170243204578,5.484585441557891,21.19170243204578
3,-21.19170243204578,5.484585441557891,21.19170243204578
4,-20.643776824034333,5.564785703500787,20.643776824034333
5,-20.643776824034333,5.564785703500787,20.643776824034333
6,-20.643776824034333,5.564785703500787,20.643776824034333
7,-20.643776824034333,5.564785703500787,20.643776824034333
8,-19.509298998569385,5.731957927005353,19.509298998569385
9,-19.509298998569385,5.731957927005353,19.509298998569385
10,-19.509298998569385,5.731957927005353,19.509298998569385
11,-19.509298998569385,5.731957927005353,19.509298998569385
12,-18.570815450643778,5.768029107330491,18.570815450643778
13,-18.570815450643778,5.768029107330491,18.570815450643778
14,-18.570815450643778,5.768029107330491,18.570815450643778
15,-18.570815450643778,5.768029107330491,18.570815450643778
16,-18.570815450643778,5.768029107330491,18.570815450643778
17,-18.570815450643778,5.768029107330491,18.570815450643778
18,-17.888412017167383,5.824704700410894,17.888412017167383
19,-17.888412017167383,5.824704700410894,17.888412017167383
20,-17.888412017167383,5.824704700410894,17.888412017167383
21,-17.888412017167383,5.824704700410894,17.888412017167383
22,-17.888412017167383,5.824704700410894,17.888412017167383
23,-17.888412017167383,5.824704700410894,17.888412017167383
24,-17.888412017167383,5.824704700410894,17.888412017167383
25,-17.888412017167383,5.824704700410894,17.888412017167383
26,-17.839771101573678,5.8157337060666885,17.839771101573678
27,-17.839771101573678,5.8157337060666885,17.839771101573678
28,-17.839771101573678,5.8157337060666885,17.839771101573678
29,-17.839771101573678,5.8157337060666885,17.839771101573678
30,-17.839771101573678,5.8157337060666885,17.839771101573678
31,-17.839771101573678,5.8157337060666885,17.839771101573678
32,-17.839771101573678,5.8157337060666885,17.839771101573678
33,-17.839771101573678,5.8157337060666885,17.839771101573678
34,-17.839771101573678,5.8157337060666885,17.839771101573678
35,-17.839771101573678,5.8157337060666885,17.839771101573678
36,-17.839771101573678,5.8157337060666885,17.839771101573678
37,-17.839771101573678,5.8157337060666885,17.839771101573678
38,-17.839771101573678,5.8157337060666885,17.839771101573678
39,-17.839771101573678,5.8157337060666885,17.839771101573678
40,-17.773962804005723,5.771465694605965,17.773962804005723
41,-16.412017167381975,5.953623713481337,16.412017167381975
42,-16.412017167381975,5.953623713481337,16.412017167381975
43,-16.412017167381975,5.953623713481337,16.412017167381975
44,-16.412017167381975,5.953623713481337,16.412017167381975
45,-16.412017167381975,5.953623713481337,16.412017167381975
46,-16.412017167381975,5.953623713481337,16.412017167381975
47,-16.412017167381975,5.953623713481337,16.412017167381975
48,-16.412017167381975,5.953623713481337,16.412017167381975
49,-16.412017167381975,5.953623713481337,16.412017167381975
50,-16.412017167381975,5.953623713481337,16.412017167381975
51,-16.412017167381975,5.953623713481337,16.412017167381975
52,-16.412017167381975,5.953623713481337,16.412017167381975
53,-16.412017167381975,5.953623713481337,16.412017167381975
54,-16.412017167381975,5.953623713481337,16.412017167381975
55,-16.412017167381975,5.953623713481337,16.412017167381975
56,-16.412017167381975,5.953623713481337,16.412017167381975
57,-16.412017167381975,5.953623713481337,16.412017167381975
58,-16.412017167381975,5.953623713481337,16.412017167381975
59,-16.412017167381975,5.953623713481337,16.412017167381975
60,-16.412017167381975,5.953623713481337,16.412017167381975
61,-16.412017167381975,5.953623713481337,16.412017167381975
62,-16.412017167381975,5.953623713481337,16.412017167381975
63,-16.412017167381975,5.953623713481337,16.412017167381975
64,-16.412017167381975,5.953623713481337,16.412017167381975
65,-16.412017167381975,5.953623713481337,16.412017167381975
66,-16.412017167381975,5.953623713481337,16.412017167381975
67,-16.412017167381975,5.953623713481337,16.412017167381975
68,-16.412017167381975,5.953623713481337,16.412017167381975
69,-16.412017167381975,5.953623713481337,16.412017167381975
70,-16.412017167381975,5.953623713481337,16.412017167381975
71,-16.412017167381975,5.953623713481337,16.412017167381975
72,-16.248927038626608,5.894906199300788,16.248927038626608
73,-16.248927038626608,5.894906199300788,16.248927038626608
74,-16.248927038626608,5.894906199300788,16.248927038626608
75,-16.248927038626608,5.894906199300788,16.248927038626608
76,-16.248927038626608,5.894906199300788,16.248927038626608
77,-16.248927038626608,5.894906199300788,16.248927038626608
78,-16.248927038626608,5.894906199300788,16.248927038626608
79,-16.248927038626608,5.894906199300788,16.248927038626608
80,-16.07868383404864,6.0121893284225765,16.07868383404864
81,-16.07868383404864,6.0121893284225765,16.07868383404864
82,-16.07868383404864,6.0121893284225765,16.07868383404864
83,-16.07868383404864,6.0121893284225765,16.07868383404864
84,-16.07868383404864,6.0121893284225765,16.07868383404864
85,-15.098712446351932,6.02380014008873,15.098712446351932
86,-15.098712446351932,6.02380014008873,15.098712446351932
87,-15.098712446351932,6.02380014008873,15.098712446351932
88,-15.098712446351932,6.02380014008873,15.098712446351932
89,-15.098712446351932,6.02380014008873,15.098712446351932
90,-15.098712446351932,6.02380014008873,15.098712446351932
91,-15.098712446351932,6.02380014008873,15.098712446351932
92,-15.098712446351932,6.02380014008873,15.098712446351932
93,-15.098712446351932,6.02380014008873,15.098712446351932
94,-15.098712446351932,6.02380014008873,15.098712446351932
95,-15.098712446351932,6.02380014008873,15.098712446351932
96,-15.068669527896995,6.1235229052931395,15.068669527896995
97,-15.044349070100143,6.119233104822455,15.044349070100143
98,-14.739628040057225,6.21182383120168,14.739628040057225
99,-14.739628040057225,6.21182383120168,14.739628040057225
100,-14.739628040057225,6.21182383120168,14.739628040057225
101,-14.739628040057225,6.21182383120168,14.739628040057225
102,-14.739628040057225,6.21182383120168,14.739628040057225
103,-14.739628040057225,6.21182383120168,14.739628040057225
104,-14.739628040057225,6.21182383120168,14.739628040057225
105,-14.739628040057225,6.21182383120168,14.739628040057225
106,-14.739628040057225,6.21182383120168,14.739628040057225
107,-14.739628040057225,6.21182383120168,14.739628040057225
108,-14.563662374821174,6.148482044923464,14.563662374821174
109,-14.380543633762517,6.228473352490888,14.380543633762517
110,-14.380543633762517,6.228473352490888,14.380543633762517
111,-14.380543633762517,6.228473352490888,14.380543633762517
112,-14.380543633762517,6.228473352490888,14.380543633762517
113,-14.380543633762517,6.228473352490888,14.380543633762517
114,-14.380543633762517,6.228473352490888,14.380543633762517
115,-14.280400572246066,6.2882203803022945,14.280400572246066
116,-14.280400572246066,6.2882203803022945,14.280400572246066
117,-14.280400572246066,6.2882203803022945,14.280400572246066
118,-14.280400572246066,6.2882203803022945,14.280400572246066
119,-14.280400572246066,6.2882203803022945,14.280400572246066
120,-14.280400572246066,6.2882203803022945,14.280400572246066
121,-14.280400572246066,6.2882203803022945,14.280400572246066
122,-14.280400572246066,6.2882203803022945,14.280400572246066
123,-14.280400572246066,6.2882203803022945,14.280400572246066
124,-14.280400572246066,6.2882203803022945,14.280400572246066
125,-14.280400572246066,6.2882203803022945,14.280400572246066
126,-14.280400572246066,6.2882203803022945,14.280400572246066
127,-14.280400572246066,6.2882203803022945,14.280400572246066
128,-14.280400572246066,6.2882203803022945,14.280400572246066
129,-14.280400572246066,6.2882203803022945,14.280400572246066
130,-14.280400572246066,6.2882203803022945,14.280400572246066
131,-14.280400572246066,6.2882203803022945,14.280400572246066
132,-14.280400572246066,6.2882203803022945,14.280400572246066
133,-13.241773962804006,6.399599731996627,13.241773962804006
134,-13.241773962804006,6.399599731996627,13.241773962804006
135,-13.241773962804006,6.399599731996627,13.241773962804006
136,-13.241773962804006,6.399599731996627,13.241773962804006
137,-13.241773962804006,6.399599731996627,13.241773962804006
138,-13.241773962804006,6.399599731996627,13.241773962804006
139,-13.241773962804006,6.399599731996627,13.241773962804006
140,-13.241773962804006,6.399599731996627,13.241773962804006
141,-13.241773962804006,6.399599731996627,13.241773962804006
142,-13.241773962804006,6.399599731996627,13.241773962804006
143,-13.241773962804006,6.399599731996627,13.241773962804006
144,-13.241773962804006,6.399599731996627,13.241773962804006
145,-13.241773962804006,6.399599731996627,13.241773962804006
146,-13.241773962804006,6.399599731996627,13.241773962804006
147,-13.241773962804006,6.399599731996627,13.241773962804006
148,-13.241773962804006,6.399599731996627,13.241773962804006
149,-13.241773962804006,6.399599731996627,13.241773962804006
150,-13.241773962804006,6.399599731996627,13.241773962804006
151,-13.241773962804006,6.399599731996627,13.241773962804006
152,-13.241773962804006,6.399599731996627,13.241773962804006
153,-13.241773962804006,6.399599731996627,13.241773962804006
154,-13.241773962804006,6.399599731996627,13.241773962804006
155,-13.17167381974249,6.39494185902363,13.17167381974249
156,-13.17167381974249,6.39494185902363,13.17167381974249
157,-13.17167381974249,6.39494185902363,13.17167381974249
158,-13.17167381974249,6.39494185902363,13.17167381974249
159,-13.17167381974249,6.39494185902363,13.17167381974249
160,-13.17167381974249,6.39494185902363,13.17167381974249
161,-13.17167381974249,6.39494185902363,13.17167381974249
162,-13.17167381974249,6.39494185902363,13.17167381974249
163,-13.17167381974249,6.39494185902363,13.17167381974249
164,-13.17167381974249,6.39494185902363,13.17167381974249
165,-13.17167381974249,6.39494185902363,13.17167381974249
166,-13.17167381974249,6.39494185902363,13.17167381974249
167,-13.17167381974249,6.39494185902363,13.17167381974249
168,-13.17167381974249,6.39494185902363,13.17167381974249
169,-13.17167381974249,6.39494185902363,13.17167381974249
170,-13.17167381974249,6.39494185902363,13.17167381974249
171,-13.17167381974249,6.39494185902363,13.17167381974249
172,-13.17167381974249,6.39494185902363,13.17167381974249
173,-13.17167381974249,6.39494185902363,13.17167381974249
174,-13.17167381974249,6.39494185902363,13.17167381974249
175,-13.17167381974249,6.39494185902363,13.17167381974249
176,-13.17167381974249,6.39494185902363,13.17167381974249
177,-13.17167381974249,6.39494185902363,13.17167381974249
178,-13.17167381974249,6.39494185902363,13.17167381974249
179,-13.17167381974249,6.39494185902363,13.17167381974249
180,-13.17167381974249,6.39494185902363,13.17167381974249
181,-13.17167381974249,6.39494185902363,13.17167381974249
182,-13.17167381974249,6.39494185902363,13.17167381974249
